starttime	seconds	ctime	dtime	ttime	wait
Sun Apr 30 20:38:53 2023	1682901533	2	16000	16002	146
Sun Apr 30 20:39:10 2023	1682901550	1	16001	16002	103
Sun Apr 30 20:37:15 2023	1682901435	1	16002	16003	799
Sun Apr 30 20:38:03 2023	1682901483	17	15986	16003	143
Sun Apr 30 20:37:28 2023	1682901448	0	16004	16004	90
Sun Apr 30 20:39:23 2023	1682901563	4	16000	16004	130
Sun Apr 30 20:38:52 2023	1682901532	6	16000	16006	101
Sun Apr 30 20:39:10 2023	1682901550	1	16006	16007	140
Sun Apr 30 20:38:52 2023	1682901532	1	16009	16010	101
Sun Apr 30 20:38:03 2023	1682901483	1	16011	16012	81
Sun Apr 30 20:37:15 2023	1682901435	1	16012	16013	322
Sun Apr 30 20:39:38 2023	1682901578	3	16012	16015	81
Sun Apr 30 20:39:09 2023	1682901549	1	16014	16015	229
Sun Apr 30 20:38:52 2023	1682901532	1	16016	16017	87
Sun Apr 30 20:38:21 2023	1682901501	5	16013	16018	168
Sun Apr 30 20:39:24 2023	1682901564	1	16019	16020	113
Sun Apr 30 20:38:21 2023	1682901501	1	16019	16020	123
Sun Apr 30 20:37:32 2023	1682901452	1	16019	16020	101
Sun Apr 30 20:37:30 2023	1682901450	8	16013	16021	331
Sun Apr 30 20:38:51 2023	1682901531	6	16015	16021	93
Sun Apr 30 20:38:53 2023	1682901533	12	16011	16023	126
Sun Apr 30 20:39:10 2023	1682901550	8	16016	16024	152
Sun Apr 30 20:39:23 2023	1682901563	8	16018	16026	175
Sun Apr 30 20:38:22 2023	1682901502	1	16025	16026	89
Sun Apr 30 20:37:32 2023	1682901452	11	16015	16026	88
Sun Apr 30 20:39:39 2023	1682901579	7	16019	16026	197
Sun Apr 30 20:37:31 2023	1682901451	4	16026	16030	125
Sun Apr 30 20:39:24 2023	1682901564	3	16028	16031	106
Sun Apr 30 20:38:52 2023	1682901532	1	16031	16032	172
Sun Apr 30 20:37:30 2023	1682901450	2	16031	16033	215
Sun Apr 30 20:37:31 2023	1682901451	4	16029	16033	259
Sun Apr 30 20:38:21 2023	1682901501	3	16030	16033	367
Sun Apr 30 20:39:08 2023	1682901548	0	16035	16035	211
Sun Apr 30 20:38:53 2023	1682901533	1	16034	16035	249
Sun Apr 30 20:39:27 2023	1682901567	11	16025	16036	97
Sun Apr 30 20:38:19 2023	1682901499	1	16036	16037	164
Sun Apr 30 20:37:46 2023	1682901466	3	16035	16038	114
Sun Apr 30 20:37:31 2023	1682901451	4	16034	16038	209
Sun Apr 30 20:39:07 2023	1682901547	1	16038	16039	167
Sun Apr 30 20:38:03 2023	1682901483	13	16026	16039	116
Sun Apr 30 20:38:21 2023	1682901501	10	16030	16040	115
Sun Apr 30 20:38:20 2023	1682901500	6	16035	16041	213
Sun Apr 30 20:39:10 2023	1682901550	3	16039	16042	181
Sun Apr 30 20:38:35 2023	1682901515	1	16042	16043	88
Sun Apr 30 20:38:02 2023	1682901482	1	16043	16044	68
Sun Apr 30 20:38:52 2023	1682901532	1	16044	16045	144
