starttime	seconds	ctime	dtime	ttime	wait
Sun Apr 30 20:52:03 2023	1682902323	1	27128	27129	27128
Sun Apr 30 20:52:03 2023	1682902323	0	27129	27129	27129
Sun Apr 30 20:52:02 2023	1682902322	1	27129	27130	27129
Sun Apr 30 20:52:02 2023	1682902322	1	27129	27130	27129
Sun Apr 30 20:52:00 2023	1682902320	0	27139	27139	27139
Sun Apr 30 20:52:05 2023	1682902325	0	27139	27139	27139
Sun Apr 30 20:52:04 2023	1682902324	0	27140	27140	27140
Sun Apr 30 20:52:02 2023	1682902322	1	27146	27147	27146
Sun Apr 30 20:52:05 2023	1682902325	0	27149	27149	27148
Sun Apr 30 20:48:55 2023	1682902135	1	27148	27149	27148
Sun Apr 30 20:52:04 2023	1682902324	1	27149	27150	27149
Sun Apr 30 20:52:06 2023	1682902326	1	27159	27160	27159
Sun Apr 30 20:52:05 2023	1682902325	1	27159	27160	27159
Sun Apr 30 20:52:01 2023	1682902321	1	27169	27170	27169
Sun Apr 30 20:51:16 2023	1682902276	1	27169	27170	27169
Sun Apr 30 20:52:01 2023	1682902321	0	27174	27174	27173
Sun Apr 30 20:51:15 2023	1682902275	0	27175	27175	27174
